time (sec),Day fraction since midnight on,pH probe (pH)
166.0001472,0.644844975,7.021701336
166.9985856,0.644856531,7.022694588
167.9988816,0.644868109,7.022428513
169.0003526,0.6448797,7.016703606
169.9984714,0.644891252,7.015966415
170.9984304,0.644902826,7.014467716
171.999625,0.644914413,7.01560545
172.998625,0.644925976,7.014978886
173.9994912,0.64493756,7.005200386
174.9984566,0.644949122,7.004136086
176.0000141,0.644960714,7.004420757
176.9998003,0.644972286,7.004202843
177.9991373,0.644983852,7.005624294
178.9992691,0.644995428,7.00823164
179.9983987,0.645006992,7.012227058
180.999481,0.645018578,7.011366367
181.9997856,0.645030156,7.003590107
182.9989411,0.64504172,7.005320549
183.9983904,0.645053288,6.99650383
184.9994035,0.645064874,6.9945364
185.9989133,0.645076442,6.992990017
186.9994512,0.645088023,6.990764618
187.9989782,0.645099591,6.991569996
188.9996371,0.645111173,6.990537167
189.9982224,0.645122731,6.989618301
190.9986739,0.64513431,6.992353916
191.9998685,0.645145898,6.989266396
192.998471,0.645157456,6.98782444
193.9991126,0.645169037,6.990869045
194.9993827,0.645180614,6.993899345
195.9984432,0.645192178,6.992237091
196.9999747,0.645203769,6.986248493
197.9997782,0.645215341,6.98577261
198.9999965,0.645226918,6.98481369
199.9991261,0.645238482,6.983308792
200.9996208,0.645250062,6.972400665
201.9987245,0.645261625,6.971291542
202.999297,0.645273206,6.971446991
203.999593,0.645284783,6.977203846
204.9989558,0.64529635,6.97540617
205.9992605,0.645307928,6.97234869
206.9989344,0.645319498,6.97097826
207.9984614,0.645331067,6.970627785
208.9983082,0.645342639,6.966901779
209.9992781,0.645354224,6.968211174
210.999289,0.645365798,6.964365482
211.9988592,0.645377368,6.96275425
212.9990861,0.645388944,6.964776993
213.9988464,0.645400516,6.966259003
214.998745,0.645412088,6.962223053
215.9985053,0.64542366,6.959549904
216.9987322,0.645435236,6.960450649
217.9997021,0.645446822,6.958863735
218.9987107,0.645458384,6.955373764
219.9997498,0.64546997,6.953724861
220.9984992,0.64548153,6.95071888
221.9996506,0.645493117,6.952546597
222.9983741,0.645504677,6.951725483
223.9980394,0.645516247,6.951611042
224.9997437,0.645527841,6.952577591
225.998303,0.645539398,6.955291271
226.9986941,0.645550977,6.952328682
227.9991542,0.645562556,6.952395916
228.9989491,0.645574128,6.948590756
229.9990378,0.645585703,6.948552132
230.9998954,0.645597287,6.944455147
231.9994915,0.645608856,6.944591522
232.9995542,0.645620431,6.941981316
233.9996083,0.645632006,6.94661665
234.9990144,0.645643573,6.947834015
235.99836,0.64565514,6.936459541
236.9993818,0.645666725,6.935397625
237.9992285,0.645678298,6.930887699
238.9994381,0.645689874,6.930660248
240.0008227,0.645701464,6.927333832
240.9988032,0.645713015,6.929970741
241.9990474,0.645724592,6.927091599
242.9984102,0.645736159,6.924118042
243.9989482,0.645747739,6.922945976
244.998216,0.645759305,6.921922207
245.9980368,0.645770877,6.924283981
246.9992227,0.645782464,6.919388771
247.9992077,0.645794038,6.915809155
248.9996506,0.645805617,6.912006378
249.9978902,0.645817171,6.914916515
250.9986614,0.645828754,6.914231777
251.9981194,0.645840322,6.911259651
252.9990979,0.645851907,6.909674168
253.9993334,0.645863484,6.912481785
254.9992838,0.645875058,6.908025265
255.9990096,0.645886629,6.900977612
256.9993315,0.645898206,6.903680801
257.9990659,0.645909777,6.908887863
258.9989904,0.645921351,6.909881592
259.9979126,0.645932912,6.906560898
260.9979149,0.645944486,6.899865627
261.9978134,0.645956059,6.893586636
262.9988352,0.645967645,6.889228821
263.9991139,0.645979222,6.888699055
264.9994013,0.6459908,6.890367985
265.9980816,0.646002359,6.890723705
266.9992675,0.646013946,6.889281273
267.9978614,0.646025504,6.891169071
268.9981661,0.646037082,6.889622212
269.9994557,0.646048671,6.891548157
270.9985248,0.646060234,6.893808365
271.9981037,0.646071803,6.937068462
272.9989786,0.646083387,6.972633362
273.9996288,0.646094969,6.93532896
274.9979549,0.646106524,6.918336868
275.9984323,0.646118103,6.907419682
276.9989184,0.646129683,6.902199745
277.9992835,0.646141261,6.901286602
278.9988797,0.646152831,6.90401268
279.997992,0.646164395,6.90310812
280.999031,0.646175981,6.903369904
281.9983853,0.646187547,6.89909029
282.9994848,0.646199134,6.892940521
283.9979664,0.646210691,6.887269497
284.9977786,0.646222262,6.890594006
285.9994656,0.646233856,6.887999058
286.9979558,0.646245413,6.881202221
287.9987616,0.646256996,6.877486706
288.997969,0.646268561,6.875498772
289.9989907,0.646280147,6.875583649
290.9992262,0.646291724,6.87319088
291.9990902,0.646303296,6.874495983
292.997641,0.646314853,6.873357773
293.9986627,0.646326439,6.871837616
294.9981379,0.646338007,6.867186546
295.999393,0.646349596,6.863567829
296.9993002,0.646361169,6.866910934
297.9993802,0.646372744,6.862922192
298.998337,0.646384306,6.8609972
299.9989613,0.646395887,6.864291668
300.9987216,0.646407459,6.862157345
301.9986806,0.646419032,6.858975887
302.9988298,0.646430608,6.854513168
303.9988406,0.646442182,6.854644299
304.997711,0.646453743,6.85296011
305.999424,0.646465337,6.853188038
306.9985795,0.646476901,6.854994774
307.9993334,0.646488484,6.85571003
308.9989728,0.646500054,6.850142956
309.9976877,0.646511613,6.846507549
310.9983725,0.646523195,6.843539715
311.9984352,0.64653477,6.834294319
312.9976512,0.646546335,6.835729599
313.999295,0.646557928,6.837538242
314.9982259,0.64656949,6.831871986
315.9980726,0.646581062,6.829776764
316.9992154,0.646592649,6.827510357
317.9977834,0.646604207,6.828318119
318.9976819,0.64661578,6.824702263
319.9979002,0.646627356,6.821255684
320.9976346,0.646638927,6.823345184
321.9985267,0.646650512,6.824752808
322.998745,0.646662088,6.826899529
323.999015,0.646673666,6.820566177
324.9978682,0.646685226,6.821331978
325.9976371,0.646696798,6.822689533
326.9980627,0.646708377,6.822669029
327.9983933,0.646719955,6.822882652
328.9977907,0.646731522,6.81951189
329.998536,0.646743105,6.819942474
330.9981235,0.646754674,6.822012901
331.9976592,0.646766243,6.813464642
332.997601,0.646777816,6.811021328
333.9983376,0.646789399,6.812718391
334.9991002,0.646800981,6.807999134
335.9982989,0.646812546,6.805980206
336.9982666,0.64682412,6.802464008
337.9992451,0.646835705,6.800581932
338.9988499,0.646847275,6.795123577
339.9974611,0.646858833,6.795288563
340.9987334,0.646870422,6.797800541
341.9980445,0.646881988,6.792366982
342.9991181,0.646893574,6.793839932
343.9990253,0.646905147,6.787411213
344.9980685,0.64691671,6.789219856
345.9980362,0.646928284,6.790231228
346.9986173,0.646939865,6.786870956
347.9976173,0.646951427,6.788866043
348.9986477,0.646963013,6.792280197
349.9985549,0.646974586,6.793013096
350.9987818,0.646986163,6.791991234
351.997272,0.64699772,6.790271282
352.9979741,0.647009302,6.78930378
353.9978467,0.647020874,6.785287857
354.9983155,0.647032454,6.779540062
355.9988448,0.647044034,6.771766663
356.9986829,0.647055606,6.771574497
357.9979075,0.647067171,6.776416302
358.9972272,0.647078738,6.773398399
359.9982835,0.647090324,6.773132801
360.9983808,0.647101899,6.770688057
361.9973722,0.647113461,6.769296169
362.9972016,0.647125034,6.769902229
363.9986899,0.647136625,6.771986485
364.9974221,0.647148184,6.769092083
365.9977354,0.647159762,6.767540932
366.997608,0.647171335,6.766711235
367.9983274,0.647182917,6.765620232
368.9984506,0.647194492,6.769902706
369.9985478,0.647206068,6.772767067
370.997591,0.647217631,6.770784855
371.9986128,0.647229217,6.765388489
372.9979411,0.647240783,6.759216309
373.9973472,0.64725235,6.755078793
374.998153,0.647263933,6.753488064
375.997127,0.647275496,6.745597839
376.9970515,0.647287069,6.742113113
377.9984966,0.64729866,6.739253044
378.9981187,0.647310229,6.740933895
379.9976458,0.647321798,6.745028496
380.9971642,0.647333366,6.744875431
381.9980304,0.647344951,6.74673748
382.9987066,0.647356532,6.749223232
383.9972141,0.647368089,6.746238709
384.997873,0.647379671,6.742866993
385.9972013,0.647391237,6.741851807
386.997601,0.647402816,6.744902134
387.9974736,0.647414389,6.744452
388.9978042,0.647425966,6.739406109
389.9974522,0.647437536,6.738580227
390.9979814,0.647449117,6.735293865
391.9986058,0.647460698,6.732282162
392.9975885,0.64747226,6.730420113
393.998809,0.647483848,6.72480011
394.9986816,0.647495421,6.722097874
395.998079,0.647506988,6.72451067
396.9983923,0.647518566,6.721048355
397.9986365,0.647530143,6.720075607
398.997481,0.647541703,6.721845627
399.9969907,0.647553272,6.721268177
400.9977014,0.647564854,6.714319229
401.9975309,0.647576426,6.71590662
402.9984317,0.647588011,6.717166424
403.9977427,0.647599577,6.717256069
404.9972784,0.647611146,6.715734482
405.9986976,0.647622736,6.716122627
406.9969805,0.64763429,6.716587544
407.9972938,0.647645868,6.717414856
408.9982982,0.647657454,6.717326164
409.9983955,0.647669029,6.715297222
410.9986742,0.647680606,6.711807728
411.9986246,0.64769218,6.705769062
412.9979011,0.647703745,6.706551552
413.9977219,0.647715317,6.70450449
414.9983203,0.647726898,6.695332527
415.9979942,0.647738469,6.697647095
416.9975558,0.647750038,6.697436333
417.9976445,0.647761613,6.698917389
418.9983811,0.647773195,6.69858551
419.997649,0.647784761,6.69964695
420.9984202,0.647796344,6.698029041
421.9986643,0.647807921,6.692294121
422.9977162,0.647819484,6.691655636
423.9992131,0.647831075,6.690276623
424.9982304,0.647842638,6.689243317
425.9985869,0.647854216,6.689955711
426.9975955,0.647865779,6.690195084
427.9968288,0.647877344,6.684370518
428.998369,0.647888936,6.681253433
429.9978182,0.647900504,6.680951119
430.996991,0.647912068,6.67860651
431.9967341,0.647923639,6.676713467
432.9976694,0.647935224,6.67686224
433.9975766,0.647946797,6.678135395
434.9969914,0.647958364,6.672457695
435.9985229,0.647969956,6.672280312
436.9972982,0.647981516,6.673882008
437.9969462,0.647993086,6.67533493
438.9974064,0.648004666,6.673228264
439.9977024,0.648016243,6.672244072
440.996832,0.648027807,6.672100067
441.9980784,0.648039396,6.67070818
442.9976314,0.648050964,6.667646408
443.9985667,0.648062549,6.66764307
444.998569,0.648074123,6.6662426
445.9983811,0.648085695,6.662539482
446.9968282,0.648097251,6.660624981
447.997487,0.648108833,6.657880306
448.9985606,0.64812042,6.655771256
449.9976038,0.648131983,6.65367794
450.9968544,0.648143548,6.653535366
451.9973405,0.648155128,6.65517664
452.99844,0.648166715,6.653688908
453.9975955,0.648178279,6.658387661
454.9977619,0.648189855,6.657630444
455.9983517,0.648201436,6.65308857
456.9965914,0.648212989,6.650856495
457.9979501,0.648224579,6.644780636
458.9971747,0.648236144,6.646036148
459.9971165,0.648247718,6.646365643
460.9974211,0.648259295,6.646618366
461.9978035,0.648270874,6.644203186
462.9983933,0.648282455,6.642911911
463.9966502,0.648294009,6.641991615
464.9979917,0.648305598,6.640795708
465.9978902,0.648317171,6.639288425
466.9976765,0.648328743,6.6427598
467.998344,0.648340325,6.636038303
468.9979315,0.648351894,6.63489151
469.9978992,0.648363468,6.632917881
470.9979274,0.648375042,6.629088402
471.9981197,0.648386618,6.626975536
472.996921,0.648398178,6.624321461
473.9971997,0.648409756,6.624377251
474.9969859,0.648421327,6.618655205
475.9966858,0.648432898,6.615093231
476.9967485,0.648444473,6.618879795
477.9966211,0.648456045,6.614161015
478.9980144,0.648467636,6.611644745
479.9978179,0.648479207,6.611250401
480.9966019,0.648490767,6.614285946
481.9982026,0.64850236,6.616596699
482.9965027,0.648513914,6.616203785
483.9975158,0.6485255,6.616010189
484.9977514,0.648537077,6.615557194
485.9966218,0.648548638,6.613098145
486.9972893,0.64856022,6.60606575
487.9965485,0.648571785,6.600405216
488.9972765,0.648583368,6.6027565
489.997823,0.648594948,6.601704121
490.996728,0.64860651,6.600878239
491.9971968,0.648618089,6.5994277
492.9968534,0.648629659,6.595252991
493.9972704,0.648641238,6.592882633
494.9975146,0.648652815,6.593479157
495.9980611,0.648664395,6.590727806
496.9963786,0.64867595,6.592857361
497.9967696,0.648687529,6.590157032
498.997247,0.648699108,6.592068672
499.9968432,0.648710678,6.587508678
500.9977786,0.648722262,6.588562012
501.9973834,0.648733832,6.584481716
502.9963488,0.648745394,6.585160732
503.9977248,0.648756984,6.587600708
504.9980726,0.648768562,6.588737488
505.9976429,0.648780131,6.586889744
506.9974464,0.648791703,6.578737736
507.9964637,0.648803266,6.578206539
508.9968634,0.648814844,6.576708794
509.9980579,0.648826432,6.572009563
510.997775,0.648838003,6.575477123
511.997665,0.648849576,6.573559284
512.9980819,0.648861155,6.572588444
513.9980064,0.648872728,6.570973396
514.9964534,0.648884284,6.56752491
515.996257,0.648895856,6.565954208
516.9975638,0.648907445,6.565602779
517.9979462,0.648919024,6.565061092
518.9977066,0.648930595,6.56167984
519.9962659,0.648942152,6.558572292
520.9972272,0.648953738,6.558729649
521.9977738,0.648965318,6.55752182
522.9964109,0.648976876,6.556931973
523.9974326,0.648988462,6.554889679
524.997625,0.649000038,6.554466724
525.9973162,0.649011609,6.553503513
526.9969901,0.649023179,6.551196575
527.9967418,0.64903475,6.546640396
528.9970378,0.649046328,6.548097134
529.9977139,0.64905791,6.545590878
530.9964202,0.649069469,6.539470196
531.9978566,0.64908106,6.537590981
532.9965715,0.649092619,6.537669182
533.996928,0.649104197,6.535869122
534.9968352,0.64911577,6.529857159
535.9969411,0.649127345,6.530029297
536.9960275,0.649138909,6.533826828
537.9965395,0.649150489,6.533585072
538.9977686,0.649162077,6.531805039
539.9972957,0.649173646,6.528655529
540.997151,0.649185218,6.527093411
541.9967386,0.649196787,6.529185295
542.9970086,0.649208365,6.526282787
543.9965357,0.649219933,6.529606342
544.9971254,0.649231514,6.528303623
545.9960995,0.649243076,6.53111887
546.9963178,0.649254653,6.529294014
547.9978147,0.649266244,6.520618439
548.9968234,0.649277807,6.518767357
549.9970243,0.649289383,6.513758183
550.9960848,0.649300947,6.511445046
551.9969424,0.649312531,6.509048939
552.9970138,0.649324105,6.506275177
553.9978973,0.64933569,6.507955074
554.9971738,0.649347255,6.508316994
555.9970378,0.649358828,6.506063461
556.9972474,0.649370404,6.506243229
557.9972237,0.649381978,6.505290985
558.9971741,0.649393552,6.509111881
559.9960358,0.649405113,6.50774765
560.9977142,0.649416706,6.505986691
561.9971981,0.649428274,6.508001328
562.9968374,0.649439844,6.499063969
563.9969261,0.649451419,6.497809887
564.9964186,0.649462987,6.493580818
565.9967664,0.649474566,6.492008209
566.9969501,0.649486142,6.488842011
567.9959587,0.649497704,6.487347126
568.9976198,0.649509298,6.490417004
569.9959805,0.649520853,6.487326145
570.9967171,0.649532435,6.485960007
571.9965034,0.649544007,6.484284878
572.9960736,0.649555576,6.479798794
573.9973546,0.649567165,6.483084202
574.9970112,0.649578735,6.485795975
575.9964432,0.649590303,6.482377052
576.9978106,0.649601892,6.484087944
577.9970525,0.649613458,6.482141018
578.9976768,0.649625039,6.475980282
579.9973853,0.64963661,6.475070953
580.9977245,0.649648188,6.477079868
581.9959901,0.649659742,6.473742962
582.9974179,0.649671332,6.47172308
583.9969795,0.649682901,6.469965935
584.9969904,0.649694476,6.465503216
585.9973382,0.649706054,6.469189644
586.9959926,0.649717612,6.467504025
587.9978266,0.649729207,6.463726044
588.9968698,0.64974077,6.458180904
589.9962413,0.649752337,6.457588196
590.9970989,0.649763921,6.455897808
591.9967814,0.649775492,6.455483913
592.996896,0.649787067,6.454732418
593.9975722,0.649798649,6.450270176
594.997799,0.649810226,6.448940754
595.9977754,0.649821799,6.446804524
596.9972592,0.649833368,6.445871353
597.9967258,0.649844935,6.447125912
598.9978944,0.649856523,6.442583561
599.9959526,0.649868075,6.443218231
600.9969744,0.649879661,6.443553448
601.9969334,0.649891234,6.442548275
602.9975923,0.649902816,6.442951202
603.9966787,0.649914379,6.443719387
604.9978819,0.649925967,6.442593575
605.9976768,0.649937539,6.445951462
606.9965126,0.6499491,6.440078259
607.996895,0.649960678,6.438690186
608.9975453,0.64997226,6.443097591
609.99696,0.649983827,6.439758778
610.9969277,0.649995401,6.4415555
611.9978458,0.650006985,6.43576622
612.9974938,0.650018555,6.430700779
613.9970208,0.650030124,6.426890373
614.9964355,0.650041691,6.426136971
615.9974054,0.650053277,6.424757958
616.9968288,0.650064844,6.422849178
617.9965632,0.650076415,6.418626785
618.9966086,0.65008799,6.419916153
619.9963949,0.650099561,6.421095848
620.9977968,0.650111152,6.424454689
621.99792,0.650122727,6.425538063
622.9964966,0.650134285,6.424177647
623.9963261,0.650145857,6.423641682
624.9972787,0.650157442,6.422935486
625.9974365,0.650169018,6.418465614
626.9972659,0.65018059,6.410434723
627.9971818,0.650192163,6.411419392
628.9968816,0.650203734,6.411514759
629.9978774,0.650215319,6.406896591
630.9968774,0.650226882,6.402823448
631.9972426,0.65023846,6.402276516
632.9968646,0.65025003,6.402890205
633.9966422,0.650261601,6.403595448
634.9963248,0.650273172,6.403011322
635.9969232,0.650284753,6.399499416
636.9967872,0.650296325,6.399611473
637.9978867,0.650307912,6.400133133
638.9968262,0.650319474,6.402823448
639.9965952,0.650331045,6.401502609
640.9962346,0.650342615,6.395954132
641.9962195,0.650354189,6.393583298
642.9970685,0.650365773,6.392146587
643.9961549,0.650377336,6.392375946
644.9960102,0.650388909,6.388245583
645.997559,0.650400501,6.389679432
646.9971466,0.65041207,6.387318134
647.9970538,0.650423643,6.382581711
648.9970214,0.650435217,6.385066986
649.9974989,0.650446796,6.387153149
650.9970346,0.650458365,6.385464191
651.9966394,0.650469934,6.383435726
652.9972982,0.650481516,6.383869648
653.997119,0.650493088,6.383619309
654.9966634,0.650504657,6.383462429
655.9972272,0.650516238,6.381622315
656.9959421,0.650527797,6.383314133
657.9962899,0.650539375,6.461272717
658.9966378,0.650550953,6.411337853
659.9964499,0.650562525,6.401659489
660.9966077,0.650574101,6.391848564
661.9970246,0.65058568,6.38947773
662.996232,0.650597245,6.389372826
663.9977462,0.650608836,6.390961647
664.9978003,0.650620411,6.38889885
665.9959536,0.650631964,6.387565136
666.9970013,0.65064355,6.38706398
667.9963469,0.650655116,6.38639164
668.9968157,0.650666696,6.394999504
669.9978893,0.650678282,6.387843609
670.9964486,0.65068984,6.403407097
671.9961053,0.65070141,6.405254841
672.9967642,0.650712991,6.393157959
673.9969738,0.650724568,6.389497757
674.9974858,0.650736148,6.488078594
675.9969869,0.650747716,6.453253746
676.9960214,0.650759279,6.43656826
677.9976394,0.650770872,6.421849251
678.9979181,0.650782449,6.585980415
679.9965811,0.650794008,6.495515823
680.996903,0.650805586,6.472326756
681.9970608,0.650817162,6.680171013
682.9970976,0.650828736,6.558734894
683.9959421,0.650840297,6.575073719
684.9965059,0.650851877,6.522627831
685.9977523,0.650863466,6.499749661
686.9962339,0.650875022,6.482954025
687.9959942,0.650886594,6.524856091
688.9979146,0.65089819,6.486366749
689.9966554,0.650909749,6.471796036
690.9974784,0.650921333,6.462682247
691.9966166,0.650932897,6.453107357
692.9974829,0.650944481,6.444627285
693.9962064,0.650956041,6.439316273
694.9977638,0.650967633,6.433300972
695.9966083,0.650979193,6.426482678
696.9960576,0.650990761,6.422522068
697.9968202,0.651002344,6.423793793
698.9961658,0.65101391,6.416934967
699.9961594,0.651025484,6.408400536
700.9970947,0.651037069,6.403860092
701.9972611,0.651048645,6.407318115
702.9971683,0.651060218,6.407137871
703.9977667,0.651071799,6.410665989
704.9962051,0.651083355,6.412266731
705.9963629,0.651094931,6.405560494
706.9978944,0.651106523,6.404017925
707.997672,0.651118095,6.400835514
708.9961795,0.651129651,6.399400234
709.9977197,0.651141243,6.398821831
710.9977565,0.651152818,6.390179157
711.9966442,0.651164379,6.383422375
712.9972339,0.65117596,6.382688522
713.9977459,0.65118754,6.385848999
714.9961843,0.651199096,6.380689144
715.9972406,0.651210682,6.379467011
716.997528,0.65122226,6.380021095
717.9966317,0.651233823,6.376539707
718.9977398,0.65124541,6.379856587
719.9969558,0.651256975,6.375414848
720.9974419,0.651268555,6.376079559
721.9965542,0.651280119,6.374665737
722.9977834,0.651291707,6.372289658
723.997319,0.651303276,6.372091293
724.996656,0.651314842,6.371256352
725.9976173,0.651326427,6.368754387
726.9965827,0.651337989,6.366770744
727.9977254,0.651349577,6.364167213
728.9972784,0.651361146,6.358559609
729.9973843,0.651372721,6.356688976
730.9977408,0.651384299,6.355922222
731.9969309,0.651395864,6.3572855
732.9968035,0.651407436,6.357616901
733.996512,0.651419007,6.350093842
734.9962205,0.651430578,6.350797176
735.9975101,0.651442167,6.348845959
736.9973309,0.651453739,6.349896908
737.9977219,0.651465317,6.345722675
738.995953,0.651476871,6.342266083
739.9976746,0.651488465,6.341531277
740.9972189,0.651500034,6.338947296
741.9974026,0.65151161,6.333595276
742.9976554,0.651523187,6.333204269
743.997001,0.651534753,6.328918934
744.9965021,0.651546322,6.331012249
745.9985002,0.651557919,6.332315445
746.9968694,0.651569474,6.330420494
747.996241,0.651581041,6.330325604
748.9975046,0.65159263,6.33113575
749.996617,0.651604193,6.327623844
750.9965846,0.651615767,6.320752144
751.9975718,0.651627353,6.318817616
752.9964422,0.651638914,6.314198017
753.9967469,0.651650491,6.31498766
754.9960838,0.651662058,6.317654133
755.9964662,0.651673636,6.312696457
756.9963216,0.651685209,6.31280613
757.9964102,0.651696784,6.304792404
758.9962397,0.651708356,6.301941395
759.9974947,0.651719944,6.298940659
760.9960195,0.651731501,6.298147202
761.9963328,0.651743079,6.299207687
762.9968362,0.651754659,6.297157288
763.9973222,0.651766239,6.297204495
764.9962358,0.6517778,6.295024872
765.9972403,0.651789386,6.297215462
766.9962058,0.651800948,6.296343803
767.9964845,0.651812525,6.29121542
768.9964349,0.651824099,6.291640282
769.9978541,0.651835689,6.288439751
770.9970701,0.651847254,6.287847519
771.9966403,0.651858823,6.285926819
772.9964266,0.651870395,6.282715321
773.99712,0.651881977,6.282504559
774.9973728,0.651893554,6.281616211
775.997928,0.651905135,6.279596329
776.9965133,0.651916692,6.274875164
777.9976906,0.65192828,6.277447701
778.9968202,0.651939844,6.26842308
779.9961398,0.65195141,6.26181984
780.9962544,0.651962986,6.264745235
781.9969565,0.651974568,6.259431362
782.9969501,0.651986142,6.255084515
783.9971424,0.651997718,6.254766464
784.996583,0.652009286,6.251982212
785.9967581,0.652020862,6.25412941
786.9960432,0.652032428,6.257269859
